Name,Year,Duration,Genre,Votes,Director,Actor 1,Actor 2,Actor 3,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,Revenue_Millions,Rating
Aakhri Adaalat,1988,148,"Action, Thriller",78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,66,31,3000,20295,6161,164,695,416,55.47,5.2
Aakhri Baazi,1989,149,"Action, Drama, Family",53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,208,20,144,27918,309,155,42,33000,408,4.1
Aakhri Badla,1989,120,"Action, Crime, Drama",21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,97,342,623,18697,1722,263,508,578,0.2,5
Aakhri Ghulam,1989,171,"Action, Crime, Drama",34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,136,611,23000,38690,23240,130,196,13000,46.88,4.9
Aakhri Kasam,1979,126,"Action, Thriller",7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,255,116,8000,106790,9271,177,331,18000,,6.3
Aakhri Khat,1966,153,Drama,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,233,20,22000,145321,25354,139,1000,14000,41.8,6.9
Aakhri Sangam,1990,160,"Action, Romance",39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,301,475,1000,692482,5641,866,939,11000,101.79,7.3
Aakhri Sanghursh,1997,138,Action,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,175,44,12000,54501,17098,154,3000,16000,84.24,2.8
Aakraman,1975,139,"Drama, History, Romance",44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,529,81,11000,403836,13118,646,1000,47000,31.49,6.3
Aakrosh,1980,144,"Crime, Drama, Music",887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,412,212,13000,165618,15481,503,787,66000,23.62,7.9
Aakrosh,2010,115,"Action, Crime, Thriller",3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,106,102,2000,16832,5780,267,973,701,,7
Aalaap,2012,116,Sci-Fi,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,61,212,1000,21102,3611,169,903,1000,1.8,5.4
Aalavandhan,2001,177,"Action, Thriller",2192,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,316,12000,18000,149947,25780,326,3000,18000,233.91,7.2
Aalwar,2007,152,Action,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek,352,17000,29000,873649,45648,2054,13000,29000,58.4,3
Aamaar Bhuvan,2018,107,"Drama, Family",72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,143,7,2000,171792,4478,222,500,12000,167.01,7.7
Aamdani Atthanni Kharcha Rupaiya,2001,150,"Comedy, Drama, Family",1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla,517,21000,18000,330152,20388,632,1000,54000,191.45,4.8
Aamir,2008,99,"Action, Crime, Drama",10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,281,14000,3000,238747,6217,2153,882,11000,65.03,7.7
Aamne - Saamne,1967,163,"Crime, Mystery, Romance",81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra,122,50,691,32049,2622,179,569,988,33.31,6.5
Aamne Samne,1982,143,"Action, Crime, Drama",53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta,183,87,8000,86627,10882,204,956,28000,52.82,6.4
Aan Aur Shaan,1984,130,Drama,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor,196,209,11000,40862,23031,139,11000,15000,200.07,6.4
Aan Milo Sajna,1970,177,"Drama, Musical, Romance",211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna,240,107,11000,165333,12071,186,560,19000,32.28,6.4
Aan: Men at Work,2004,149,"Action, Crime, Drama",2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty,84,81,3000,58227,5062,181,643,2000,48.02,5.7
Aanch,2003,160,Drama,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer,66,79,11000,45602,26088,114,11000,979,,5.6
Aanchal,1980,138,"Action, Drama, Family",58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha,369,128,596,110486,1261,695,360,41000,25.56,6.4
Aandhi,1975,133,"Drama, Romance",1406,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri,47,96,887,2508,2728,24,886,788,400.74,8.1
Aandhi-Toofan,1985,144,Drama,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa,187,357,23000,272223,45327,988,14000,14000,93.42,6.1
Aandhiyan,1952,136,Drama,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik,228,545,14000,88542,27694,254,8000,19000,208.54,7.4
Aandhiyan,1990,145,Drama,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree,256,266,12000,164148,37142,168,11000,28000,110.42,4.8
Aani Maani,2019,94,Drama,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh,298,79,18000,166693,36237,276,16000,19000,102.46,6.6
Aankhen,1993,170,"Action, Comedy, Crime",1898,David Dhawan,Govinda,Chunky Panday,Raj Babbar,84,36,2000,26413,4182,77,795,372,180.19,6.7
Aankhen,2002,165,"Crime, Drama, Thriller",12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen,157,278,14000,182757,17423,483,3000,19000,24.09,7.4
Aankhon Aankhon Mein,1972,154,"Drama, Romance",28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev,107,28,4000,65270,6081,100,650,863,25.14,6.4
Aansoo Aur Muskan,1970,150,"Comedy, Drama, Family",24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep,459,168,14000,341058,22226,713,5000,49000,201.15,6.5
Aao Pyaar Karen,1994,141,Romance,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali,98,102,12000,169023,23950,703,11000,10000,,4.2
Aao Wish Karein,2009,140,"Comedy, Family, Fantasy",584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri,135,99,672,61417,1460,339,174,941,3.4,5.1
Aap Aye Bahaar Ayee,1971,119,"Comedy, Drama, Romance",80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra,382,763,8000,70838,11454,208,886,18000,,6.6
Aap Beati,1976,145,"Drama, Family",32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar,393,1000,10000,273921,12687,522,1000,36000,1.72,5.7
Aap Ki Kasam,1974,153,"Romance, Drama",420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,94,88,611,39391,2818,171,592,374,31.06,7
Aap Ki Khatir,1977,115,"Action, Comedy, Drama",27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira,432,38,409,203458,578,588,107,46000,35.05,6.3
Aap Ki Khatir,2006,122,"Comedy, Romance",863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel,173,153,11000,246492,12700,685,1000,7000,110.01,3.6
Aap Ki Parchhaiyan,1964,128,"Drama, Family, Romance",39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi,377,21000,21000,301279,36928,589,15000,12000,12.53,6.3
Aap Mujhe Achche Lagne Lage,2002,180,"Action, Drama, Romance",2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,424,13000,26000,270226,46355,741,13000,57000,,3.1
Aap To Aise Na The,1980,145,"Romance, Drama, Family",38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar,673,378,34000,701607,49942,1959,14000,140000,44.99,5.6
Aapas Ki Baat,1981,148,"Action, Romance",17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,383,480,14000,375879,16143,402,670,56000,3.91,5.2
Aapko Pehle Bhi Kahin Dekha Hai,2003,145,"Action, Comedy, Drama",273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal,234,23,13000,125036,25220,205,12000,22000,13.65,4.5
Aar Paar,1985,125,Action,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt,139,221,12000,107817,39269,255,11000,14000,176.64,6.1
Aar Ya Paar,1997,180,Thriller,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri,490,17000,29000,786092,29585,964,223,53000,,6.1
Aarakshan,2011,164,"Drama, Thriller",5170,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee,155,610,12000,283967,17087,535,1000,11000,18.35,6.2
Aarop,1974,129,Drama,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra,204,221,11000,172878,16325,203,3000,19000,91.12,6.7
Aar-Paar,1954,146,"Musical, Romance, Thriller",250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi,325,117,18000,227072,44797,560,15000,20000,127.38,6.6
Aarti,1962,156,"Family, Musical, Romance",67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar,406,452,11000,303185,20411,701,8000,82000,100.19,6.6
Aarya,2007,157,"Action, Drama, Romance",191,Balasekaran,Bhavana,Madhavan,Prakash Raj,106,21,13000,44143,14261,216,503,4000,8.1,4.6
Aarzoo,1999,175,"Drama, Romance",1445,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan,152,266,12000,56501,26839,97,11000,16000,21.48,5.4
Aasha,1957,171,"Comedy, Romance",23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran,129,11,340,27543,814,186,243,607,318.3,6.5
Aasha,1980,123,"Drama, Musical, Romance",199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari,124,25,891,103787,1919,615,639,3000,66,5.3
Aashayein,2010,120,Drama,1259,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad,137,258,2000,71574,2864,244,277,951,146.41,7.1
Aashiq,1962,150,Romance,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda,121,25,49000,83560,49631,619,448,32000,0.51,6.7
Aashiq,2001,160,"Action, Drama, Romance",403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev,101,287,3000,24183,5593,160,739,665,2.14,3.8
Aashiq Banaya Aapne: Love Takes Over,2005,115,"Drama, Romance, Thriller",1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood,61,750,1000,24868,2521,216,971,964,169.08,4.3
Aashiq Hoon Baharon Ka,1977,136,Romance,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa,202,42,14000,58752,16922,117,788,21000,,5.5
Aashiqui,1990,152,"Musical, Drama, Romance",1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill,272,545,795,84508,1099,308,172,20000,155.18,6.3
Aashiqui 2,2013,132,"Drama, Music, Musical",27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,205,2000,1000,610568,2827,1171,592,29000,14.12,7
Aashiqui.In,2011,109,"Drama, Romance",61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani,186,28,2000,644348,6458,656,886,17000,318.76,3.7
Aashirwad,1968,146,Drama,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal,169,18,622,64387,848,85,161,15000,,7.3
Aashmani Jawaharat,2014,132,Drama,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik,119,54,12000,28276,30230,64,11000,31000,206.36,6.1
Aasma,2018,105,"Action, Crime, Drama",8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja,49,5,22000,16611,28050,197,1000,413,31.14,5.2
Aasma: The Sky Is the Limit,2009,240,Drama,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi,165,11,1000,24407,4782,155,904,36000,259.75,3.8
Aasmaan,1984,145,"Drama, Mystery",12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani,306,275,7000,286877,11905,284,2000,56000,33.04,4.8
Aasmaan Mahal,1965,172,Drama,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha,185,776,10000,430055,16785,856,2000,16000,,5.5
Aasmaan Se Gira,1992,88,"Adventure, Comedy, Romance",56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher,147,88,11000,266103,12952,456,427,11000,48.04,6.8
Aasoo Bane Angaarey,1993,150,Action,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar,167,212,613,28635,1970,308,422,893,9.24,4.5
Aasra,1966,161,"Drama, Family",32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni,70,16,2000,36491,5320,231,710,509,244.05,7.2
Aastha: In the Prison of Spring,1997,132,Drama,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur,384,255,11000,447979,13312,629,988,105000,14.67,6.4
Aatank,1996,113,"Action, Thriller",99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra,179,221,12000,181443,28497,311,11000,12000,102.52,3.9
Aatank Hi Aatank,1995,155,"Action, Crime, Drama",776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla,151,14000,15000,303864,16199,596,466,16000,150.37,5.2
Aathi,2006,167,"Action, Drama, Thriller",2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek,107,87,3000,16271,5174,57,576,1000,0.66,4.4
Aatish,1979,139,Action,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar,284,763,15000,138190,16691,405,1000,30000,8.7,4.5
Aatish: Feel the Fire,1994,155,"Action, Crime, Drama",735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon,132,41,11000,31293,14028,254,982,648,52,5.8
Aatma,2006,107,"Crime, Drama, Horror",79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh,74,253,3000,14280,5580,171,889,683,241.41,4.2
Aatma,2013,100,"Drama, Horror, Thriller",623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola,114,212,2000,45815,4397,222,845,1000,,3.8
Aavida Maa Aavide,1998,153,"Comedy, Romance",170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal,308,22,7000,142403,13616,275,4000,70000,37.62,6.4
Aavishkar,1974,107,"Drama, Romance",213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak,141,6,22000,27130,24350,126,1000,14000,0,7
Aawaz,1956,146,Romance,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran,91,41,1000,33884,3287,79,692,266,50.86,5.1
Aaya Toofan,1964,128,"Action, Adventure, Fantasy",14,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen,109,212,13000,34435,14780,346,658,886,195,6.1
Aaya Toofan,1999,111,Action,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover,88,218,21,11798,55,124,17,2000,47.95,5.4
Aaye Din Bahar Ke,1966,170,"Musical, Romance",109,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni,73,84,1000,74343,4166,98,1000,694,17.74,6.6
Aazaan,2011,125,"Action, Musical, Thriller",346,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar,191,357,14000,142569,14790,737,223,10000,13.96,4.4
Aazmayish,1995,147,"Action, Drama, Romance",35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra,147,5,870,34359,5217,133,861,16000,2.41,5
Ab Ayega Mazaa,1984,128,Comedy,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra,79,2000,960,98989,3667,158,848,1000,59.07,6.6
Ab Dilli Dur Nahin,1957,133,Drama,80,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob,486,16000,13000,885175,36741,1527,11000,42000,26.62,7.6
Ab Hoga Dharna Unlimited,2012,78,Comedy,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri,75,14000,49000,182802,64259,363,8000,13000,85.71,4
Ab Insaf Hoga,1995,125,"Action, Drama",32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin,245,420,12000,115687,16235,269,3000,21000,356.45,4.8
Ab Tak Chhappan,2004,129,"Action, Crime, Drama",8379,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma,107,84,1000,31649,5227,98,1000,2000,9.4,7.8
Ab Tak Chhappan 2,2015,106,"Action, Crime, Thriller",1344,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag,141,130,4000,103241,6181,742,973,5000,89.73,5.8
Ab To Aaja Saajan Mere,1994,127,"Drama, Romance",6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor,358,845,18000,203154,31782,698,11000,45000,88.76,4
Ab Tumhare Hawale Watan Saathiyo,2004,193,"Action, Drama, War",1494,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar,160,906,1000,56741,6207,515,906,1000,148.78,4.6
Ab... Bas!,2004,137,"Romance, Thriller",74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi,355,473,833,154955,4001,800,697,25000,35.29,3.2
ABCD (Any Body Can Dance),2013,160,"Drama, Music",6458,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon,235,13000,12000,350698,16138,816,1000,26000,5.66,6.3
Abdullah,1980,136,"Action, Drama, Romance",189,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar,388,14000,25000,116159,46726,488,19000,28000,110.82,6.4
Abe Hayat,1955,140,"Action, Adventure, Fantasy",21,Ramanlal Desai,Prem Nath,Ameeta,Shashikala,261,28,3000,138582,5178,423,692,37000,13.18,4.8
Abhay,1995,127,Fantasy,64,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani,228,905,15000,212085,16034,492,588,15000,0.32,7
Abhi To Jee Lein,1977,135,"Action, Drama, Thriller",10,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal,128,541,12000,39659,12993,189,405,792,0.11,5.4
Abhilasha,1968,141,"Drama, Romance",24,Amit Bose,Meena Kumari,Nanda,Sanjay Khan,105,84,989,41663,1576,141,229,531,161.03,6.8
Abhimaan,1973,122,"Drama, Musical",2665,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani,242,24,5000,117096,5861,271,327,24000,202.85,7.9
Abhimanyu,1991,140,"Crime, Drama, Musical",326,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor,360,163,394,61995,712,356,217,33000,137.39,7
Abhimanyu,1989,168,"Action, Comedy, Drama",28,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon,112,40,13000,43651,15916,196,787,997,277.31,4.6
Abhinetri,1970,154,"Drama, Romance",70,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee,189,5,26000,105556,49608,157,22000,17000,65.17,6.7
Abodh,1984,132,Drama,109,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma,151,323,1000,22264,2763,289,841,584,176.74,5.8
Accident on Hill Road,2010,105,"Crime, Drama, Thriller",284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh,92,8,349,16761,1846,277,324,391,67.24,4
Achanak,1973,96,"Crime, Drama",213,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty,79,13,11000,26893,13628,126,893,815,2.27,6.8
Achanak,1998,160,"Action, Mystery, Thriller",245,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz,81,101,2000,25572,3734,123,509,2000,42.34,4
Achhut Kanya,1936,142,"Drama, Musical, Romance",114,Franz Osten,Devika Rani,Ashok Kumar,Monorama,51,6,2000,5116,6946,54,1000,5000,106.95,6.5
Acid Factory,2009,108,"Action, Crime, Mystery",677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee,159,105,844,31124,1899,313,729,764,4.4,5
Action,2019,158,"Action, Adventure, Thriller",858,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi,286,101,13000,177653,15708,279,1000,34000,0.79,4.5
Action Jackson,2014,144,"Action, Crime, Thriller",3461,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha,156,212,576,44891,1520,202,358,12000,0.54,3.3
Action Replayy,2010,129,"Comedy, Romance, Sci-Fi",5814,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor,293,171,21000,184637,52547,498,17000,29000,0.03,4.2
Ada... A Way of Life,2010,120,"Action, Crime, Drama",49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy,304,275,7000,385943,11608,296,2000,31000,35.54,3.6
Adalat,1958,139,"Drama, Musical, Romance",36,Kalidas,Nargis,Pradeep Kumar,Pran,40,29,584,32224,1132,62,220,617,27.1,6.9
Adalat,1976,138,"Action, Drama, Family",284,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh,280,3000,14000,117739,30010,229,11000,30000,179.88,6.4
Adhi Raat Ke Baad,1965,137,"Action, Drama, Mystery",28,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar,180,448,614,52496,1829,172,451,29000,,6.6
Adhikar,1954,126,"Comedy, Drama, Romance",13,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju,237,101,966,103230,3393,143,919,10000,304.36,6.7
Adhipathi,2001,151,"Action, Drama",533,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu,393,335,3000,128629,8281,348,3000,98000,303,5.4
Adhura Sapna,2007,88,Drama,11,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake,219,14000,15000,881236,44998,2277,14000,22000,138.45,4.7
Adhurs,2010,150,"Action, Comedy, Thriller",2393,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur,327,76,3000,136954,7081,346,3000,32000,3.23,6.8
Adi Shankaracharya,1983,130,"Biography, Drama",240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt,193,77,1000,328159,5437,467,939,3000,,7.3
Adil-E-Jahangir,1955,150,Drama,8,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru,175,759,11000,75573,12194,662,599,4000,89.02,5
Adisaya Piravi,1990,145,"Action, Comedy, Fantasy",335,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh,538,14000,23000,197412,25517,720,826,71000,191.62,6.9
Adrishya,2017,106,"Drama, Family, Horror",102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar,159,2000,15000,208817,17171,296,968,5000,33.05,3.3
Adutha Varisu,1983,122,Drama,76,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.,80,54,901,34561,5265,116,857,1000,3.37,5.5
Adventure Kids Hindi Film,2019,120,Adventure,12,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar,307,480,21000,272789,23018,285,561,25000,408.99,6.6
Adventures of Aladdin,1978,151,Adventure,7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad,322,11000,769,103589,2938,351,698,35000,117.7,4.7
Adventures of Ali-Baba and the Forty Thieves,1980,153,"Action, Adventure, Family",506,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini,313,119,600,213863,1375,310,346,59000,209.02,6.2
Adventures of Tarzan,1985,135,"Action, Adventure, Comedy",140,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri,176,87,2000,24735,4796,213,1000,16000,,4.6
Ae Dil Hai Mushkil,2016,158,"Drama, Music, Musical",21661,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma,279,43,10000,149337,11943,221,806,23000,12.71,5.8
Aetbaar,2004,152,"Action, Drama, Musical",1013,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu,241,368,27000,147641,29808,238,1000,18000,72.66,4.6
Aflatoon,1997,153,"Action, Comedy, Crime",1261,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher,239,545,14000,104831,17913,423,1000,32000,36.38,4.5
Africadalli Sheela,1986,134,"Adventure, Thriller",18,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish,94,212,394,60508,1531,285,380,4000,14.9,6.6
Afsana,1966,134,"Drama, Romance",12,Brij,Ashok Kumar,Pradeep Kumar,Padmini,134,138,324,49300,1013,265,192,892,47.38,6.5
Afsana,1951,168,"Drama, Family",57,B.R. Chopra,Ashok Kumar,Veena,Jeevan,315,21000,11000,1347461,13209,2968,783,48000,17.36,7.8
Afsana Dilwalon Ka,2001,195,"Drama, Romance",1025,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy,308,72,623,65709,3165,194,593,15000,,3.6
Afsana Pyar Ka,1991,145,"Drama, Romance",783,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori,339,436,23000,111102,49433,239,13000,32000,2.13,5.9
Afsar,1950,121,"Comedy, Romance",19,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta,96,521,11000,17025,16710,290,1000,295,65,7.1
After the Third Bell,2014,92,"Crime, Mystery",43,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora,361,175,963,134625,2131,265,580,40000,55.29,6.3
Agar Tum Na Hote,1983,161,"Drama, Family",152,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar,226,670,177,190490,253,482,27,26000,,6.4
Agathiyar,1972,153,"Adventure, Comedy, Drama",30,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi,308,14000,967,613473,2129,895,610,19000,291.02,6.6
Agent Vinod,1977,139,"Action, Crime, Drama",84,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar,596,16000,46000,272839,49912,1018,1000,114000,18.71,5.7
Agent Vinod,2012,157,"Action, Adventure, Thriller",7210,Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor,180,64,2000,116681,4811,320,899,11000,64.06,5.2
Aghaat,1985,138,"Drama, Crime",120,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur,161,10,925,63912,2252,251,729,912,124.73,7.1
Agnee,1988,153,"Action, Drama, Romance",29,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh,568,21000,835,569841,4348,1127,812,146000,15.43,5.1
Agnee Morcha,1997,142,Action,14,Raju Chouhan,Aparajita,Birbal,Dharmendra,113,165,577,42705,2321,274,501,885,40.22,3.1
Agneekaal,1990,161,"Action, Crime, Drama",26,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar,213,608,2000,667983,3698,877,617,18000,101.53,5.6
Agneepath,1990,174,"Action, Crime, Drama",8500,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi,81,41,1000,49486,4050,116,955,886,125.07,7.7
